group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Colorado,declrdfit,1,,degcat,4,Other/Missing,Percent who had good I-M Fit for declared,37,71,192,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Connecticut,majmatch,1,,degcat,1,<Bach,Percent who declared in major area,45.5,5,11,,out of,college students whose degree plans are,declared a major in their planned major area.,
Connecticut,majmatch,1,,degcat,2,Bachelor's,Percent who declared in major area,61.8,591,956,,out of,college students whose degree plans are,declared a major in their planned major area.,
Connecticut,majmatch,1,,degcat,3,Graduate,Percent who declared in major area,62.6,1042,1665,,out of,college students whose degree plans are,declared a major in their planned major area.,
Connecticut,majmatch,1,,degcat,4,Other/Missing,Percent who declared in major area,65.6,288,439,,out of,college students whose degree plans are,declared a major in their planned major area.,
Connecticut,declrdfit,1,,degcat,1,<Bach,Percent who had good I-M Fit for declared,40,4,10,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Connecticut,declrdfit,1,,degcat,2,Bachelor's,Percent who had good I-M Fit for declared,37.8,266,704,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Connecticut,declrdfit,1,,degcat,3,Graduate,Percent who had good I-M Fit for declared,41.4,513,1239,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Connecticut,declrdfit,1,,degcat,4,Other/Missing,Percent who had good I-M Fit for declared,53.5,38,71,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Delaware,majmatch,1,,degcat,2,Bachelor's,Percent who declared in major area,71.6,101,141,,out of,college students whose degree plans are,declared a major in their planned major area.,
Delaware,majmatch,1,,degcat,3,Graduate,Percent who declared in major area,69.3,205,296,,out of,college students whose degree plans are,declared a major in their planned major area.,
Delaware,majmatch,1,,degcat,4,Other/Missing,Percent who declared in major area,64.1,25,39,,out of,college students whose degree plans are,declared a major in their planned major area.,
Delaware,declrdfit,1,,degcat,2,Bachelor's,Percent who had good I-M Fit for declared,41.3,45,109,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Delaware,declrdfit,1,,degcat,3,Graduate,Percent who had good I-M Fit for declared,42.6,98,230,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Delaware,declrdfit,1,,degcat,4,Other/Missing,Percent who had good I-M Fit for declared,50,4,8,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
District of Columbia,majmatch,1,,degcat,1,<Bach,Percent who declared in major area,66.7,2,3,,out of,college students whose degree plans are,declared a major in their planned major area.,
District of Columbia,majmatch,1,,degcat,2,Bachelor's,Percent who declared in major area,37.7,29,77,,out of,college students whose degree plans are,declared a major in their planned major area.,
District of Columbia,majmatch,1,,degcat,3,Graduate,Percent who declared in major area,61.7,95,154,,out of,college students whose degree plans are,declared a major in their planned major area.,
District of Columbia,majmatch,1,,degcat,4,Other/Missing,Percent who declared in major area,59.3,32,54,,out of,college students whose degree plans are,declared a major in their planned major area.,
District of Columbia,declrdfit,1,,degcat,1,<Bach,Percent who had good I-M Fit for declared,100,2,2,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
District of Columbia,declrdfit,1,,degcat,2,Bachelor's,Percent who had good I-M Fit for declared,16.1,9,56,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
District of Columbia,declrdfit,1,,degcat,3,Graduate,Percent who had good I-M Fit for declared,30,36,120,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
District of Columbia,declrdfit,1,,degcat,4,Other/Missing,Percent who had good I-M Fit for declared,14.3,1,7,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Florida,majmatch,1,,degcat,1,<Bach,Percent who declared in major area,38.2,224,587,,out of,college students whose degree plans are,declared a major in their planned major area.,
Florida,majmatch,1,,degcat,2,Bachelor's,Percent who declared in major area,48.3,5326,11038,,out of,college students whose degree plans are,declared a major in their planned major area.,
Florida,majmatch,1,,degcat,3,Graduate,Percent who declared in major area,57.8,10301,17817,,out of,college students whose degree plans are,declared a major in their planned major area.,
Florida,majmatch,1,,degcat,4,Other/Missing,Percent who declared in major area,50.2,1286,2562,,out of,college students whose degree plans are,declared a major in their planned major area.,
Florida,declrdfit,1,,degcat,1,<Bach,Percent who had good I-M Fit for declared,23.9,113,472,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Florida,declrdfit,1,,degcat,2,Bachelor's,Percent who had good I-M Fit for declared,29.4,2705,9198,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Florida,declrdfit,1,,degcat,3,Graduate,Percent who had good I-M Fit for declared,37.2,5444,14644,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Florida,declrdfit,1,,degcat,4,Other/Missing,Percent who had good I-M Fit for declared,30.4,206,678,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Georgia,majmatch,1,,degcat,1,<Bach,Percent who declared in major area,48.8,120,246,,out of,college students whose degree plans are,declared a major in their planned major area.,
Georgia,majmatch,1,,degcat,2,Bachelor's,Percent who declared in major area,47.5,2244,4728,,out of,college students whose degree plans are,declared a major in their planned major area.,
Georgia,majmatch,1,,degcat,3,Graduate,Percent who declared in major area,54.9,3609,6568,,out of,college students whose degree plans are,declared a major in their planned major area.,
Georgia,majmatch,1,,degcat,4,Other/Missing,Percent who declared in major area,52,483,929,,out of,college students whose degree plans are,declared a major in their planned major area.,
Georgia,declrdfit,1,,degcat,1,<Bach,Percent who had good I-M Fit for declared,26.2,44,168,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Georgia,declrdfit,1,,degcat,2,Bachelor's,Percent who had good I-M Fit for declared,28.4,1037,3646,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Georgia,declrdfit,1,,degcat,3,Graduate,Percent who had good I-M Fit for declared,34.1,1794,5268,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Georgia,declrdfit,1,,degcat,4,Other/Missing,Percent who had good I-M Fit for declared,31.1,57,183,,out of,college students whose degree plans are,declared a major that is a good fit with their measured interests.,
Hawaii,majmatch,1,,degcat,1,<Bach,Percent who declared in major area,40,14,35,,out of,college students whose degree plans are,declared a major in their planned major area.,
